Source,Category or Key Word,NAICS 6 Code,NAICS 6 Title
Google Maps,hunan restaurant,722511,Full-Service Restaurants 
Google Maps,sundae restaurant,722511,Full-Service Restaurants 
Google Maps,shawarma restaurant,722511,Full-Service Restaurants 
Google Maps,japanese curry restaurant,722511,Full-Service Restaurants 
Google Maps,australian restaurant,722511,Full-Service Restaurants 
Google Maps,shanghainese restaurant,722511,Full-Service Restaurants 
Google Maps,continental restaurant,722511,Full-Service Restaurants 
Google Maps,georgian restaurant,722511,Full-Service Restaurants 
Google Maps,hakka restaurant,722511,Full-Service Restaurants 
Google Maps,uzbeki restaurant,722511,Full-Service Restaurants 
Google Maps,israeli restaurant,722511,Full-Service Restaurants 
Google Maps,armenian restaurant,722511,Full-Service Restaurants 
Google Maps,british restaurant,722511,Full-Service Restaurants 
Google Maps,izakaya restaurant,722511,Full-Service Restaurants 
Google Maps,small plates restaurant,722511,Full-Service Restaurants 
Google Maps,modern european restaurant,722511,Full-Service Restaurants 
Google Maps,eastern european restaurant,722511,Full-Service Restaurants 
Google Maps,shabu-shabu restaurant,722511,Full-Service Restaurants 
Google Maps,belgian restaurant,722511,Full-Service Restaurants 
Google Maps,russian restaurant,722511,Full-Service Restaurants 
Google Maps,modern french restaurant,722511,Full-Service Restaurants 
Google Maps,south american restaurant,722511,Full-Service Restaurants 
Google Maps,bangladeshi restaurant,722511,Full-Service Restaurants 
Google Maps,falafel restaurant,722511,Full-Service Restaurants 
Google Maps,pacific northwest restaurant (us),722511,Full-Service Restaurants 
Google Maps,indonesian restaurant,722511,Full-Service Restaurants 
Google Maps,wok restaurant,722511,Full-Service Restaurants 
Google Maps,teppanyaki restaurant,722511,Full-Service Restaurants 
Google Maps,conveyor belt sushi restaurant,722511,Full-Service Restaurants 
Google Maps,cambodian restaurant,722511,Full-Service Restaurants 
Google Maps,western restaurant,722511,Full-Service Restaurants 
Google Maps,malaysian restaurant,722511,Full-Service Restaurants 
Google Maps,southern italian restaurant,722511,Full-Service Restaurants 
Google Maps,mexican torta restaurant,722511,Full-Service Restaurants 
Google Maps,crêperie,722511,Full-Service Restaurants 
Google Maps,southeast asian restaurant,722511,Full-Service Restaurants 
Google Maps,nicaraguan restaurant,722511,Full-Service Restaurants 
Google Maps,laotian restaurant,722511,Full-Service Restaurants 
Google Maps,mandarin restaurant,722511,Full-Service Restaurants 
Google Maps,east african restaurant,722511,Full-Service Restaurants 
Google Maps,burmese restaurant,722511,Full-Service Restaurants 
Google Maps,central american restaurant,722511,Full-Service Restaurants 
Google Maps,moroccan restaurant,722511,Full-Service Restaurants 
Google Maps,fondue restaurant,722511,Full-Service Restaurants 
Google Maps,traditional restaurant,722511,Full-Service Restaurants 
Google Maps,northern italian restaurant,722511,Full-Service Restaurants 
Google Maps,nuevo latino restaurant,722511,Full-Service Restaurants 
Google Maps,crab house,722511,Full-Service Restaurants 
Google Maps,irish restaurant,722511,Full-Service Restaurants 
Google Maps,polish restaurant,722511,Full-Service Restaurants 
Google Maps,modern indian restaurant,722511,Full-Service Restaurants 
Google Maps,cantonese restaurant,722511,Full-Service Restaurants 
Google Maps,pan-asian restaurant,722511,Full-Service Restaurants 
Google Maps,tapas bar,722511,Full-Service Restaurants 
Google Maps,sichuan restaurant,722511,Full-Service Restaurants 
Google Maps,southwestern restaurant (us),722511,Full-Service Restaurants 
Google Maps,restaurant or cafe,722511,Full-Service Restaurants 
Google Maps,rice restaurant,722511,Full-Service Restaurants 
Google Maps,chinese noodle restaurant,722511,Full-Service Restaurants 
Google Maps,dim sum restaurant,722511,Full-Service Restaurants 
Google Maps,down home cooking restaurant,722511,Full-Service Restaurants 
Google Maps,dumpling restaurant,722511,Full-Service Restaurants 
Google Maps,creole restaurant,722511,Full-Service Restaurants 
Google Maps,tofu restaurant,722511,Full-Service Restaurants 
Google Maps,eclectic restaurant,722511,Full-Service Restaurants 
Google Maps,portuguese restaurant,722511,Full-Service Restaurants 
Google Maps,soup restaurant,722511,Full-Service Restaurants 
Google Maps,fusion restaurant,722511,Full-Service Restaurants 
Google Maps,afghan restaurant,722511,Full-Service Restaurants 
Google Maps,nepalese restaurant,722511,Full-Service Restaurants 
Google Maps,oyster bar restaurant,722511,Full-Service Restaurants 
Google Maps,authentic japanese restaurant,722511,Full-Service Restaurants 
Google Maps,gluten-free restaurant,722511,Full-Service Restaurants 
Google Maps,country food restaurant,722511,Full-Service Restaurants 
Google Maps,mongolian barbecue restaurant,722511,Full-Service Restaurants 
Google Maps,californian restaurant,722511,Full-Service Restaurants 
Google Maps,tapas restaurant,722511,Full-Service Restaurants 
Google Maps,art cafe,722511,Full-Service Restaurants 
Google Maps,noodle shop,722511,Full-Service Restaurants 
Google Maps,european restaurant,722511,Full-Service Restaurants 
Google Maps,ecuadorian restaurant,722511,Full-Service Restaurants 
Google Maps,guatemalan restaurant,722511,Full-Service Restaurants 
Google Maps,argentinian restaurant,722511,Full-Service Restaurants 
Google Maps,taiwanese restaurant,722511,Full-Service Restaurants 
Google Maps,fish & chips restaurant,722511,Full-Service Restaurants 
Google Maps,gyro restaurant,722511,Full-Service Restaurants 
Google Maps,persian restaurant,722511,Full-Service Restaurants 
Google Maps,food service,722511,Full-Service Restaurants 
Google Maps,creperie,722511,Full-Service Restaurants 
Google Maps,haitian restaurant,722511,Full-Service Restaurants 
Google Maps,west african restaurant,722511,Full-Service Restaurants 
Google Maps,pho restaurant,722511,Full-Service Restaurants 
Google Maps,lunch restaurant,722511,Full-Service Restaurants 
Google Maps,pakistani restaurant,722511,Full-Service Restaurants 
Google Maps,organic restaurant,722511,Full-Service Restaurants 
Google Maps,lebanese restaurant,722511,Full-Service Restaurants 
Google Maps,turkish restaurant,722511,Full-Service Restaurants 
Google Maps,german restaurant,722511,Full-Service Restaurants 
Google Maps,ethiopian restaurant,722511,Full-Service Restaurants 
Google Maps,hot pot restaurant,722511,Full-Service Restaurants 
Google Maps,japanese steakhouse,722511,Full-Service Restaurants 
Google Maps,poke bar,722511,Full-Service Restaurants 
Google Maps,honduran restaurant,722511,Full-Service Restaurants 
Google Maps,traditional american restaurant,722511,Full-Service Restaurants 
Google Maps,venezuelan restaurant,722511,Full-Service Restaurants 
Google Maps,african restaurant,722511,Full-Service Restaurants 
Google Maps,vegetarian restaurant,722511,Full-Service Restaurants 
Google Maps,kosher restaurant,722511,Full-Service Restaurants 
Google Maps,brazilian restaurant,722511,Full-Service Restaurants 
Google Maps,korean barbecue restaurant,722511,Full-Service Restaurants 
Google Maps,dessert restaurant,722511,Full-Service Restaurants 
Google Maps,spanish restaurant,722511,Full-Service Restaurants 
Google Maps,puerto rican restaurant,722511,Full-Service Restaurants 
Google Maps,colombian restaurant,722511,Full-Service Restaurants 
Google Maps,cheesesteak restaurant,722511,Full-Service Restaurants 
Google Maps,filipino restaurant,722511,Full-Service Restaurants 
Google Maps,dominican restaurant,722511,Full-Service Restaurants 
Google Maps,middle eastern restaurant,722511,Full-Service Restaurants 
Google Maps,cuban restaurant,722511,Full-Service Restaurants 
Google Maps,cajun restaurant,722511,Full-Service Restaurants 
Google Maps,halal restaurant,722511,Full-Service Restaurants 
Google Maps,gastropub,722511,Full-Service Restaurants 
Google Maps,tex-mex restaurant,722511,Full-Service Restaurants 
Google Maps,brunch restaurant,722511,Full-Service Restaurants 
Google Maps,peruvian restaurant,722511,Full-Service Restaurants 
Google Maps,french restaurant,722511,Full-Service Restaurants 
Google Maps,hawaiian restaurant,722511,Full-Service Restaurants 
Google Maps,caribbean restaurant,722511,Full-Service Restaurants 
Google Maps,southern restaurant (us),722511,Full-Service Restaurants 
Google Maps,fine dining restaurant,722511,Full-Service Restaurants 
Google Maps,ramen restaurant,722511,Full-Service Restaurants 
Google Maps,brewpub,722511,Full-Service Restaurants 
Google Maps,bistro,722511,Full-Service Restaurants 
Google Maps,salvadoran restaurant,722511,Full-Service Restaurants 
Google Maps,hot dog restaurant,722511,Full-Service Restaurants 
Google Maps,latin american restaurant,722511,Full-Service Restaurants 
Google Maps,jamaican restaurant,722511,Full-Service Restaurants 
Google Maps,asian fusion restaurant,722511,Full-Service Restaurants 
Google Maps,food court,722511,Full-Service Restaurants 
Google Maps,vegan restaurant,722511,Full-Service Restaurants 
Google Maps,greek restaurant,722511,Full-Service Restaurants 
Google Maps,soul food restaurant,722511,Full-Service Restaurants 
Google Maps,korean restaurant,722511,Full-Service Restaurants 
Google Maps,health food restaurant,722511,Full-Service Restaurants 
Google Maps,asian restaurant,722511,Full-Service Restaurants 
Google Maps,mediterranean restaurant,722511,Full-Service Restaurants 
Google Maps,vietnamese restaurant,722511,Full-Service Restaurants 
Google Maps,steak house,722511,Full-Service Restaurants 
Google Maps,indian restaurant,722511,Full-Service Restaurants 
Google Maps,family restaurant,722511,Full-Service Restaurants 
Google Maps,diner,722511,Full-Service Restaurants 
Google Maps,sushi restaurant,722511,Full-Service Restaurants 
Google Maps,thai restaurant,722511,Full-Service Restaurants 
Google Maps,japanese restaurant,722511,Full-Service Restaurants 
Google Maps,hamburger restaurant,722511,Full-Service Restaurants 
Google Maps,chicken restaurant,722511,Full-Service Restaurants 
Google Maps,barbecue restaurant,722511,Full-Service Restaurants 
Google Maps,seafood restaurant,722511,Full-Service Restaurants 
Google Maps,italian restaurant,722511,Full-Service Restaurants 
Google Maps,bar & grill,722511,Full-Service Restaurants 
Google Maps,chinese restaurant,722511,Full-Service Restaurants 
Google Maps,american restaurant,722511,Full-Service Restaurants 
Google Maps,mexican restaurant,722511,Full-Service Restaurants 
Google Maps,restaurant,722511,Full-Service Restaurants 
Overture,Brasserie,722511,Full-Service Restaurants 
Overture,Palatine restaurant,722511,Full-Service Restaurants 
Overture,Motorway services,722511,Full-Service Restaurants 
Overture,eat and drink,722511,Full-Service Restaurants 
Overture,senegalese restaurant,722511,Full-Service Restaurants 
Overture,nigerian restaurant,722511,Full-Service Restaurants 
Overture,arabian restaurant,722511,Full-Service Restaurants 
Overture,argentine restaurant,722511,Full-Service Restaurants 
Overture,belizean restaurant,722511,Full-Service Restaurants 
Overture,bolivian restaurant,722511,Full-Service Restaurants 
Overture,panamanian restaurant,722511,Full-Service Restaurants 
Overture,paraguayan restaurant,722511,Full-Service Restaurants 
Overture,texmex restaurant,722511,Full-Service Restaurants 
Overture,azerbaijani restaurant,722511,Full-Service Restaurants 
Overture,kofta restaurant,722511,Full-Service Restaurants 
Overture,kurdish restaurant,722511,Full-Service Restaurants 
Overture,persian iranian restaurant,722511,Full-Service Restaurants 
Overture,pan asian restaurant,722511,Full-Service Restaurants 
Overture,indo chinese restaurant,722511,Full-Service Restaurants 
Overture,mongolian restaurant,722511,Full-Service Restaurants 
Overture,noodles restaurant,722511,Full-Service Restaurants 
Overture,belarusian restaurant,722511,Full-Service Restaurants 
Overture,tatar restaurant,722511,Full-Service Restaurants 
Overture,cajun and creole restaurant,722511,Full-Service Restaurants 
Overture,trinidadian restaurant,722511,Full-Service Restaurants 
Overture,catalan restaurant,722511,Full-Service Restaurants 
Overture,guamanian restaurant,722511,Full-Service Restaurants 
Overture,himalayan nepalese restaurant,722511,Full-Service Restaurants 
Overture,iberian restaurant,722511,Full-Service Restaurants 
Overture,international restaurant,722511,Full-Service Restaurants 
Overture,oriental restaurant,722511,Full-Service Restaurants 
Overture,scottish restaurant,722511,Full-Service Restaurants 
Overture,serbo croatian restaurant,722511,Full-Service Restaurants 
Overture,slovakian restaurant,722511,Full-Service Restaurants 
Overture,southern restaurant,722511,Full-Service Restaurants 
